country_name,year,fatalities,prop_discriminated,urban_share,democracy,polarization,gdppc,pop,timeindep
Afghanistan,2001,5553,0.469,0.21596,0,1.570362143023964,766.1419000000002,20.53116,81.99997972433374
Afghanistan,2002,1157,0,0.21914999999999998,0,1.2874444729675072,1063.6360000000004,21.487079999999995,82.99994955289773
Afghanistan,2003,944,0,0.22236999999999998,0,1.5179445462107006,1099.1939999999997,22.507369999999998,84.00001689716338
Afghanistan,2004,817,0,0.22562000000000001,0,1.8775461057208804,1062.2490000000005,23.499849999999995,84.99997819832602
Afghanistan,2005,1711,0,0.22895,0,1.3802992004124797,1136.1230000000005,24.399950000000004,85.99997452220214
Albania,2001,0,0,0.42435,1,1.3565873849620693,6176.370999999999,3.060173,88.00001632591938
Albania,2002,0,0,0.4350100000000001,1,1.1513852965523534,6457.049999999995,3.0510100000000002,88.9999670938456
Albania,2003,0,0,0.44573,1,1.3764504513260234,6855.449000000007,3.0396160000000005,90.00002967028104
Albania,2004,0,0,0.45651,1,0.3504350348196714,7277.214999999995,3.026939,90.99995390697832
Albania,2005,0,0,0.46731,1,0.04651752782161348,7733.007000000001,3.0114869999999994,92.00003891149653
Algeria,2001,674,0,0.60712,0,0.8778413146826998,10382.189999999995,31.590320000000006,39.00001380094624
Algeria,2002,1058,0,0.6150100000000002,0,1.6336052446780052,10826.49,31.990390000000005,39.999981835446675
Algeria,2003,714,0,0.62284,0,0.8132210090097878,11459.890000000001,32.39489,40.999997265123476
Algeria,2004,500,0,0.6306100000000001,0,1.7318953170196036,11797.180000000011,32.81723,42.00001603210159
Algeria,2005,232,0,0.6383,0,1.3977444869739002,12322.480000000007,33.26789,42.99999502517711
Andorra,2001,0,0,0.63043,0,0.2475401174876885,11040.59000000001,25.515789999999996,36.00000221558012
Andorra,2002,0,0,0.63043,0,0.09590359171414514,11040.59000000001,25.515789999999996,36.00000221558012
Andorra,2003,0,0,0.63043,0,0.1377652465159376,11040.59000000001,25.515789999999996,36.00000221558012
Andorra,2004,0,0,0.63043,0,0.31695655029854736,11040.59000000001,25.515789999999996,36.00000221558012
Andorra,2005,0,0,0.63043,0,0.31301530353600854,11040.59000000001,25.515789999999996,36.00000221558012
Angola,2001,2154,0.47,0.33152000000000004,0,1.1314821222651004,2898.4279999999994,15.56279,25.999986011445234
Angola,2002,578,0.47,0.33895000000000003,0,1.7452299346063287,3184.0209999999975,16.109699999999997,27.000003617883362
Angola,2003,81,0,0.34645000000000004,0,1.0240752666646151,3213.6769999999988,16.69139,28.00001371509765
Angola,2004,49,0,0.35405000000000003,0,1.5166018390153884,3418.3250000000007,17.2955,29.000004930392674
Angola,2005,11,0,0.36168999999999996,0,1.1083645765511854,3987.815,17.91294,29.999988550137516
Antigua and Barbuda,2001,0,0,0.63043,0,0.04563859396564308,11040.59000000001,25.515789999999996,36.00000221558012
Antigua and Barbuda,2002,0,0,0.63043,0,0.21898659385921895,11040.59000000001,25.515789999999996,36.00000221558012
Antigua and Barbuda,2003,0,0,0.63043,0,0.09908401901634642,11040.59000000001,25.515789999999996,36.00000221558012
Antigua and Barbuda,2004,0,0,0.63043,0,0.16049687618070746,11040.59000000001,25.515789999999996,36.00000221558012
Antigua and Barbuda,2005,0,0,0.63043,0,0.13501295628270366,11040.59000000001,25.515789999999996,36.00000221558012
Argentina,2001,0,0,0.8932899999999999,1,0.180146723009306,14085.580000000009,37.47153000000001,186.00006068935448
Argentina,2002,0,0,0.8951899999999998,1,0.9684282011461888,12412.61,37.88944,187.00007164820602
Argentina,2003,0,0,0.8970999999999999,1,0.7851181006640894,13361.400000000005,38.30947000000001,188.00000698796973
Argentina,2004,0,0,0.89899,1,0.49513777374582135,14410.150000000009,38.72878000000001,188.99999715372763
Argentina,2005,0,0,0.9008400000000001,1,0.6660428713515866,15518.679999999997,39.14549000000001,189.99998628950806
Armenia,2001,0,0,0.64385,0,0.13524946293066023,3224.1409999999987,3.060036,9.999999070059587
Armenia,2002,0,0,0.64283,0,0.0802190241880226,3669.443000000002,3.047249,10.999996999218334
Armenia,2003,0,0,0.6425,0,0.31798842208110734,4206.975000000002,3.0364200000000006,12.000004202544735
Armenia,2004,0,0,0.64217,0,0.005733906581671908,4673.985,3.025982,13.000008353002707
Armenia,2005,1,0,0.64184,0,1.5057311591142974,5356.614000000002,3.0149170000000005,13.999995385387143
Australia,2001,0,0,0.8737799999999999,1,0.9090805370218819,35578.64000000002,19.413000000000004,99.99998140119244
Australia,2002,0,0,0.87541,1,0.19506666170879733,36553.95999999998,19.6514,100.9999477990463
Australia,2003,0,0,0.8769499999999999,1,1.0257391632773099,37183.67999999999,19.8954,102.00001904500628
Australia,2004,0,0,0.8784899999999998,1,0.38608580825043387,38225.700000000004,20.1274,103.00000121234753
Australia,2005,0,0,0.88,1,0.7381552082300187,38928.04000000002,20.394800000000004,104.00001048929792
Austria,2001,0,0,0.65801,1,0.2044689821092109,39186.34000000002,8.042292999999997,82.99994955289773
Austria,2002,0,0,0.65806,1,1.0167884550400779,39638.030000000035,8.081957,84.00001689716338
Austria,2003,0,0,0.6581199999999999,1,1.1140546386643873,39816.77000000002,8.121423,84.99997819832602
Austria,2004,0,0,0.65818,1,0.2732054398929328,40652.810000000005,8.171966000000001,85.99997452220214
Austria,2005,0,0,0.6582399999999999,1,1.1728847264712305,41282.88000000001,8.227829,86.99998967705181
Azerbaijan,2001,6,0,0.51587,0,1.861192732100701,4862.619000000002,8.1112,9.999999070059587
Azerbaijan,2002,0,0,0.5178699999999999,0,0.18630062394522598,5338.076000000005,8.17195,10.999996999218334
Azerbaijan,2003,0,0,0.51988,0,0.199861111677764,5891.137,8.234100000000002,12.000004202544735
Azerbaijan,2004,8,0,0.52189,0,1.8902903194580203,6435.447999999999,8.306499999999998,13.000008353002707
Azerbaijan,2005,24,0,0.5238900000000001,0,1.5661438506455347,8051.675000000002,8.391850000000002,13.999995385387143
Bahamas,2001,0,0,0.63043,0,0.279549222133155,11040.59000000001,25.515789999999996,36.00000221558012
Bahamas,2002,0,0,0.63043,0,0.25436171916476913,11040.59000000001,25.515789999999996,36.00000221558012
Bahamas,2003,0,0,0.63043,0,0.2692812068239529,11040.59000000001,25.515789999999996,36.00000221558012
Bahamas,2004,0,0,0.63043,0,0.020797359384347215,11040.59000000001,25.515789999999996,36.00000221558012
Bahamas,2005,0,0,0.63043,0,0.03945147980048088,11040.59000000001,25.515789999999996,36.00000221558012
Bahrain,2001,0,0.7,0.88369,0,0.06949760601896096,43887.069999999985,0.694893,29.999988550137516
Bahrain,2002,0,0.7,0.8837,0,0.034409091592323957,43147.49999999999,0.7253649999999999,30.999993660961117
Bahrain,2003,0,0.7,0.8837600000000001,1,0.10453468613097443,43187.499999999985,0.761595,32.000003110408905
Bahrain,2004,0,0.7,0.8838600000000002,1,0.940755980918668,43355.29999999997,0.8079890000000001,33.00001447160934
Bahrain,2005,0,0.7,0.884,1,0.905104434167035,43201.80999999999,0.867014,34.000016163054354
Bangladesh,2001,62,0.112,0.24096,0,0.5702556910981983,1692.8289999999995,133.77610000000004,29.999988550137516
Bangladesh,2002,6,0.112,0.24756,0,0.45992579133315015,1725.6319999999994,136.22849999999994,30.999993660961117
Bangladesh,2003,8,0.112,0.25428999999999996,0,0.6985750432181823,1775.9779999999992,138.60019999999997,32.000003110408905
Bangladesh,2004,51,0.112,0.26114,0,0.3938423858466604,1838.7619999999997,140.84379999999996,33.00001447160934
Bangladesh,2005,80,0.112,0.26809,0,1.38040417437596,1929.9389999999996,142.92999999999998,34.000016163054354
Barbados,2001,0,0,0.33651000000000003,1,0.11846542873660568,15049.859999999997,0.27068600000000004,34.9999978478706
Barbados,2002,0,0,0.33472,1,0.39769236564755445,15125.939999999993,0.271479,36.00000221558012
Barbados,2003,0,0,0.33294,1,1.3321984599928651,15414.420000000002,0.27226100000000003,37.000003232163834
Barbados,2004,0,0,0.33116,1,1.2062436117231565,15582.550000000005,0.273091,37.999993930397835
Barbados,2005,0,0,0.32939,1,1.660240519064809,16151.560000000001,0.274013,39.00001380094624
Belarus,2001,0,0,0.70458,0,0.2947072679951927,7960.985999999995,9.927999999999999,9.999999070059587
Belarus,2002,0,0,0.70939,0,0.043024620829161725,8416.042999999996,9.865,10.999996999218334
Belarus,2003,0,0,0.7141500000000001,0,0.26067353287409056,9072.066000000004,9.797,12.000004202544735
Belarus,2004,0,0,0.71887,0,0.026414644632905254,10179.99999999999,9.729999999999999,13.000008353002707
Belarus,2005,0,0.041,0.72354,0,0.2479487954345858,11213.250000000002,9.663,13.999995385387143
Belgium,2001,0,0,0.9718399999999999,1,0.17749625936932864,37361.71999999997,10.286569999999998,171.00007583806192
Belgium,2002,0,0,0.9723900000000001,1,0.9373082425199332,37856.860000000015,10.332780000000001,171.99991798810564
Belgium,2003,0,0,0.97292,1,0.3114472824664973,37990.709999999985,10.37613,173.00007015189854
Belgium,2004,0,0,0.97345,1,0.8997943089207749,39201.52999999999,10.421140000000001,173.9999479366798
Belgium,2005,0,0,0.97397,1,0.18887439220811705,39802.96999999998,10.478620000000001,175.00000456338515
Belize,2001,0,0,0.63043,0,0.30955661931203443,11040.59000000001,25.515789999999996,36.00000221558012
Belize,2002,0,0,0.63043,0,0.1727036204791814,11040.59000000001,25.515789999999996,36.00000221558012
Belize,2003,0,0,0.63043,0,0.19931360473453763,11040.59000000001,25.515789999999996,36.00000221558012
Belize,2004,0,0,0.63043,0,0.34793697487318886,11040.59000000001,25.515789999999996,36.00000221558012
Belize,2005,0,0,0.63043,0,0.2482779972751974,11040.59000000001,25.515789999999996,36.00000221558012
Benin,2001,0,0,0.3865,1,1.1536234595438,1703.0150000000006,7.174911,40.999997265123476
Benin,2002,0,0,0.38969000000000004,1,0.8378258340544555,1728.6970000000006,7.4147440000000024,42.00001603210159
Benin,2003,0,0,0.39297,1,1.4312787409071717,1734.6950000000004,7.665681000000001,42.99999502517711
Benin,2004,0,0,0.39635,1,0.003424946051230654,1757.9030000000002,7.922796,44.000016107599464
Benin,2005,0,0,0.39982,1,0.2737266132126609,1735.9740000000002,8.182361999999998,45.00002296034146
Bhutan,2001,0,0.2,0.2648,0,0.5750432962398977,3723.981999999999,0.580784,52.00001463376783
Bhutan,2002,0,0.2,0.2757,0,0.6044264982548542,4009.2520000000018,0.598421,53.00000458173775
Bhutan,2003,0,0.2,0.28687999999999997,0,0.1489920227682963,4198.587,0.616474,53.999997485529235
Bhutan,2004,0,0.2,0.29835,0,0.49777651571867754,4329.159999999996,0.634235,54.99998981221505
Bhutan,2005,0,0.2,0.30965,0,0.41551781243794833,4521.986000000003,0.651163,56.00001731883431
Bolivia,2001,0,0,0.6231300000000001,1,1.0132095908794552,4403.717000000004,8.496377999999998,176.0000008732853
Bolivia,2002,0,0,0.62791,1,0.8468724315535673,4431.306000000001,8.653342999999998,177.00004733443853
Bolivia,2003,0,0,0.63264,1,1.2232238742970676,4470.309000000003,8.810420000000002,178.00008004802692
Bolivia,2004,0,0,0.63732,1,1.1522410926656053,4575.173,8.96774,179.00003475450825
Bolivia,2005,0,0,0.6419400000000001,1,0.1744598051170865,4694.916999999997,9.125405,180.0000268397641
Bosnia and Herzegovina,2001,0,0.01,0.39285,0,0.4617677497213241,6595.206000000006,3.7997470000000004,9.00000380397483
Bosnia and Herzegovina,2002,0,0.01,0.39264000000000004,0,0.1887622026413679,6936.433000000003,3.808347,9.999999070059587
Bosnia and Herzegovina,2003,0,0.01,0.39244,0,0.4218305858950596,7207.323999999998,3.817313,10.999996999218334
Bosnia and Herzegovina,2004,0,0.01,0.39222999999999997,0,0.39375657790177504,7642.844999999994,3.825872,12.000004202544735
Bosnia and Herzegovina,2005,0,0.01,0.39202,0,0.5573197842279821,8311.688000000004,3.8333770000000005,13.000008353002707
Botswana,2001,0,0,0.54062,1,0.8312670111547037,10278.630000000001,1.762531,34.9999978478706
Botswana,2002,0,0,0.54374,1,0.325135141405547,10749.250000000004,1.786672,36.00000221558012
Botswana,2003,0,0,0.5460699999999999,1,0.5959096675335267,11094.499999999998,1.810438,37.000003232163834
Botswana,2004,0,0,0.5484100000000001,1,1.425789917817146,11239.029999999993,1.83575,37.999993930397835
Botswana,2005,0,0,0.55073,1,0.27015874036943305,11583.22,1.864003,39.00001380094624
Brazil,2001,74,0,0.81553,1,1.9709573352653602,11368.469999999992,178.41940000000002,179.00003475450825
Brazil,2002,61,0,0.8188,1,1.9244943980577403,11559.560000000007,181.04560000000006,180.0000268397641
Brazil,2003,43,0,0.8220299999999997,1,1.8604986428786137,11541.969999999992,183.62730000000005,180.99999434088556
Brazil,2004,86,0,0.82521,1,1.912299434109081,12058.209999999992,186.11639999999994,182.00005695203214
Brazil,2005,54,0,0.8283400000000001,1,1.8989737091273442,12298.589999999995,188.47920000000002,182.99997203002212
Brunei,2001,0,0,0.71652,0,0.12987245894487945,82596.76999999997,0.337074,16.999994151045335
Brunei,2002,0,0,0.7213600000000002,0,0.12558780299652358,84125.44000000006,0.343383,18.000004357869567
Brunei,2003,0,0,0.7260600000000003,0,0.22640128484894967,84970.72999999995,0.349557,19.000000395837635
Brunei,2004,0,0,0.7306100000000001,0,0.1591522421546466,83942.21999999993,0.35570000000000007,19.999994528920926
Brunei,2005,0,0,0.73503,0,0.2203272792367521,82967.11000000002,0.361889,20.999990807810132
Bulgaria,2001,0,0.002,0.6916599999999999,1,0.390501159502361,9350.786000000006,8.020282,122.99995628920023
Bulgaria,2002,0,0.002,0.69524,1,0.13224236940734088,10123.369999999997,7.868467999999997,124.0000538649871
Bulgaria,2003,0,0.002,0.6987899999999999,1,0.07031920717646369,10730.009999999998,7.823557000000001,125.00003283721665
Bulgaria,2004,0,0.002,0.70233,1,0.7382245038995636,11507.049999999994,7.781161,126.00001172411429
Bulgaria,2005,0,0.002,0.70584,1,0.897832395090051,12419.930000000006,7.7399000000000004,126.99998901975958
Burkina Faso,2001,0,0,0.18539999999999998,1,0.6143460739089641,1114.2020000000002,11.94374,40.999997265123476
Burkina Faso,2002,0,0,0.19258,1,0.2460965595132392,1129.74,12.29098,42.00001603210159
Burkina Faso,2003,0,0,0.19996,1,1.2536115485913866,1183.0949999999998,12.651599999999998,42.99999502517711
Burkina Faso,2004,0,0,0.20757,1,0.20522895634227664,1200.417,13.028039999999997,44.000016107599464
Burkina Faso,2005,0,0,0.21536999999999998,1,0.7582592393068364,1266.3610000000003,13.421929999999998,45.00002296034146
Burundi,2001,1253,0,0.08461,0,0.24760041750992878,751.3889000000003,6.94672,39.00001380094624
Burundi,2002,1576,0,0.08682000000000001,0,1.5334064521075645,763.1772000000001,7.1599179999999985,39.999981835446675
Burundi,2003,1245,0,0.08907999999999999,0,0.38394838781311175,730.9029999999999,7.4012150000000005,40.999997265123476
Burundi,2004,679,0,0.09139,0,1.3246203476334644,741.7661999999999,7.661613000000002,42.00001603210159
Burundi,2005,378,0,0.09375,0,1.723912216417375,724.1599999999999,7.934213000000003,42.99999502517711
Cambodia,2001,0,0.008,0.18703,0,0.5588311505883768,1458.0779999999995,12.448880000000003,47.999999476421245
Cambodia,2002,0,0.008,0.1882,0,0.5919116405866575,1525.4379999999994,12.681979999999998,48.99998539258148
Cambodia,2003,1,0.008,0.18937,0,0.4830899134751503,1627.0659999999993,12.901219999999999,49.99999972859274
Cambodia,2004,0,0.008,0.19055,0,0.2184438131332863,1766.418,13.112329999999996,51.00001873106283
Cambodia,2005,0,0.008,0.19174,0,0.30491779799431096,1969.2909999999993,13.320059999999998,52.00001463376783
Cameroon,2001,0,0,0.46139,0,0.5074189278746211,2648.5469999999996,16.34936,40.999997265123476
Cameroon,2002,0,0,0.46738,0,0.3132932092997571,2689.892,16.77943,42.00001603210159
Cameroon,2003,0,0,0.47338,0,0.08550997722377535,2739.684999999999,17.21859,42.99999502517711
Cameroon,2004,0,0,0.4794,0,0.4458453744955361,2848.6539999999995,17.667579999999994,44.000016107599464
Cameroon,2005,0,0,0.48540999999999995,0,0.40867932919001215,2829.1910000000003,18.127,45.00002296034146
Canada,2001,1,0,0.7981,1,1.952251659719413,37712.12999999999,31.081900000000005,134.00002680658062
Canada,2002,0,0,0.79888,1,0.33497720053423197,38500.32000000003,31.362000000000005,135.00002991081527
Canada,2003,0,0,0.79967,1,0.9141055243649079,38805.67000000001,31.676,136.00001553989782
Canada,2004,0,0,0.80045,1,0.8021370448179775,39604.36000000003,31.994999999999994,137.00001016154727
Canada,2005,0,0,0.80122,1,0.4186289284135634,40471.259999999995,32.312,138.00004344831265
Cape Verde,2001,0,0,0.54291,1,1.030393541925815,18148.59999999999,0.405463,25.999986011445234
Cape Verde,2002,0,0,0.5514600000000001,1,1.0710224349314905,18260.149999999994,0.409145,27.000003617883362
Cape Verde,2003,0,0,0.55997,1,0.623439285019592,8323.325999999994,0.412602,28.00001371509765
Cape Verde,2004,0,0,0.56846,1,0.49099035674390384,18185.709999999985,0.415834,29.000004930392674
Cape Verde,2005,0,0,0.5768899999999999,1,0.5112623486003979,18185.709999999985,0.418837,29.999988550137516
Central African Republic,2001,255,0,0.3772,0,1.2099858893786557,832.2278999999999,3.794677,40.999997265123476
Central African Republic,2002,152,0.04,0.37802,0,0.6946043771348986,845.6846,3.859784,42.00001603210159
Central African Republic,2003,19,0.04,0.37884,0,0.521684900662899,785.1593999999998,3.923294,42.99999502517711
Central African Republic,2004,23,0,0.37966,0,1.1580614893891896,817.1707000000001,3.987896,44.000016107599464
Central African Republic,2005,8,0,0.38066,0,1.8589974864124414,810.0349999999999,4.055608,45.00002296034146
Chad,2001,230,0,0.2167,0,1.7891027398675448,1067.9479999999999,8.663599000000001,40.999997265123476
Chad,2002,297,0,0.21702000000000002,0,0.8443246263717674,1115.0369999999996,9.002101999999999,42.00001603210159
Chad,2003,37,0,0.21735,0,1.4180351095426362,1231.115,9.353515999999999,42.99999502517711
Chad,2004,78,0,0.21768,0,1.0233279294408857,1584.6729999999995,9.710497999999998,44.000016107599464
Chad,2005,267,0,0.21800999999999998,0,0.615623933494666,1793.407000000001,10.06793,45.00002296034146
Chile,2001,0,0,0.86363,1,0.7518992442607646,14613.800000000003,15.35842,182.99997203002212
Chile,2002,0,0,0.8664799999999999,1,0.5072365351183713,14895.540000000008,15.544549999999996,184.00004459995202
Chile,2003,0,0,0.8692200000000002,1,0.8664228872626878,15332.29999999999,15.729269999999998,185.0000323605127
Chile,2004,0,0,0.8718700000000003,1,0.8509601038138962,16258.389999999987,15.913119999999996,186.00006068935448
Chile,2005,0,0,0.8744299999999999,1,0.467368121942652,17007.579999999998,16.09657,187.00007164820602
China,2001,0,0.0109,0.37093000000000004,0,0.3224798061024933,3980.3650000000002,1271.85,300.999920310599
China,2002,0,0.0109,0.38425,0,0.1794039292926318,4314.792000000004,1280.4000000000005,301.9999947527889
China,2003,0,0.0109,0.39776000000000006,0,0.0741029349015653,4718.326000000002,1288.4000000000005,303.000058930667
China,2004,0,0.0109,0.41144,0,0.4044510133727081,5164.6410000000005,1296.075,304.0000907725221
China,2005,12,0.0109,0.42522,0,1.8375412979757366,5719.456,1303.7199999999998,305.00006813474704
Colombia,2001,2357,0,0.7238,1,1.780706997555727,8327.070000000003,40.98891,171.00007583806192
Colombia,2002,3427,0,0.7268300000000001,1,1.9746905753637012,8415.758999999995,41.57249,171.99991798810564
Colombia,2003,1190,0,0.7298399999999999,1,1.8511511279196664,8625.246999999992,42.15215,173.00007015189854
Colombia,2004,1781,0,0.7328399999999998,1,1.926047900715256,8963.595999999992,42.72416,173.9999479366798
Colombia,2005,1702,0,0.7358100000000001,1,1.896026934552507,9263.730000000007,43.285639999999994,175.00000456338515
Comoros,2001,0,0,0.28036,0,0.7020311217634846,1478.578,0.561525,25.999986011445234
Comoros,2002,0,0,0.27992,0,0.11034980917572976,1476.844,0.5754279999999999,27.000003617883362
Comoros,2003,0,0,0.27947,0,0.6500244843509049,1472.4140000000004,0.5895,28.00001371509765
Comoros,2004,0,0.016,0.27903,0,0.5648594616489369,1465.457,0.603869,29.000004930392674
Comoros,2005,0,0.08,0.27873000000000003,0,0.5891276068772282,1471.5590000000004,0.618632,29.999988550137516
Congo,2001,3,0,0.5915600000000001,0,1.327597288494846,4524.1709999999985,3.2399859999999996,40.999997265123476
Congo,2002,234,0,0.59617,0,1.0637718528172142,4604.574999999999,3.330421,42.00001603210159
Congo,2003,33,0,0.60076,0,1.2741292839798797,4515.665999999998,3.414253,42.99999502517711
Congo,2004,0,0,0.60533,0,0.26783978390785396,4539.274,3.5037420000000004,44.000016107599464
Congo,2005,15,0,0.60988,0,1.5332497961892186,4742.935999999999,3.6040019999999995,45.00002296034146
"Congo, DRC",2001,1341,0.02,0.35587,0,1.0914137807296984,545.8515999999998,49.44901999999999,40.999997265123476
"Congo, DRC",2002,7877,0.02,0.36055,0,1.2215892736537148,545.6887999999998,50.97141,42.00001603210159
"Congo, DRC",2003,3855,0.02,0.36526000000000003,0,0.8452749581767665,558.7015,52.60221,42.99999502517711
"Congo, DRC",2004,799,0,0.37,0,0.5011518202908337,577.8607000000002,54.31485000000001,44.000016107599464
"Congo, DRC",2005,278,0,0.37478,0,0.6515303947157227,594.0770000000001,56.08953000000002,45.00002296034146
Costa Rica,2001,0,0,0.60407,1,0.2394810698318551,10040.570000000007,3.9968,160.9999412375122
Costa Rica,2002,0,0,0.6175100000000001,1,1.1762814134202757,10201.589999999991,4.063208,161.99994569236281
Costa Rica,2003,0,0,0.6307699999999999,1,0.5008876949705765,10473.920000000002,4.12597,162.99996726850102
Costa Rica,2004,0,0,0.64385,1,0.08491433439416578,10768.739999999998,4.187039,163.99992983684655
Costa Rica,2005,0,0,0.65669,1,0.8033544414269761,11025.479999999992,4.247843,165.00008680642708
Cote d'Ivoire,2001,2,0.34,0.5635918,1,1.591075000083349,2889.9459999999995,16.865380000000002,40.999997265123476
Cote d'Ivoire,2002,1028,0.34,0.5635918,1,1.6559730111499376,2788.3469999999993,17.18542,42.00001603210159
Cote d'Ivoire,2003,492,0,0.5635918,1,1.970281909377571,2701.7700000000004,17.491539999999997,42.99999502517711
Cote d'Ivoire,2004,304,0,0.5635918,1,1.7641426230705268,2686.6659999999993,17.802520000000005,44.000016107599464
Cote d'Ivoire,2005,153,0,0.5635918,1,1.6615565528431417,2682.449,18.132699999999996,45.00002296034146
Croatia,2001,0,0.047,0.55725,1,0.8508316264412715,16231.730000000009,4.44,9.999999070059587
Croatia,2002,0,0.047,0.5587600000000001,1,0.6371716461027879,17083.320000000003,4.44,10.999996999218334
Croatia,2003,0,0.047,0.5604,1,0.48145996696418153,18032.799999999985,4.44,12.000004202544735
Croatia,2004,0,0.047,0.56217,1,0.9738991798990336,18773.269999999997,4.439,13.000008353002707
Croatia,2005,0,0.047,0.5640600000000001,1,0.17811692620576824,19541.730000000007,4.442,13.999995385387143
Cuba,2001,0,0,0.75555,0,0.008311992372816893,7179.132999999998,11.151470000000002,99.00001483667667
Cuba,2002,0,0,0.7578499999999999,0,0.07444558073922529,7268.033000000004,11.18454,99.99998140119244
Cuba,2003,0,0,0.75947,0,0.1567770340055041,7548.049999999995,11.21484,100.9999477990463
Cuba,2004,0,0,0.7604099999999999,0,0.18797398036367033,8004.873999999999,11.240679999999998,102.00001904500628
Cuba,2005,0,0,0.76134,0,0.1510783442630898,8967.593999999997,11.261050000000001,103.00000121234753
Cyprus,2001,0,0,0.6876899999999999,1,0.8152924413768132,30835.11000000001,0.961482,40.999997265123476
Cyprus,2002,0,0,0.68694,1,1.1289500794554874,31519.930000000022,0.979883,42.00001603210159
Cyprus,2003,0,0,0.68553,1,1.2398644605821745,31910.139999999974,0.99815,42.99999502517711
Cyprus,2004,0,0,0.6840999999999999,1,0.9612741433769465,32925.14,1.015827,44.000016107599464
Cyprus,2005,0,0,0.68268,1,0.7996258521171008,33663.07000000003,1.032586,45.00002296034146
Czech Republic,2001,0,0,0.7387699999999999,1,0.8196967037159159,21892.480000000018,10.216610000000001,8.00000366656215
Czech Republic,2002,0,0,0.73809,1,0.48243506781439294,22297.220000000012,10.196919999999999,9.00000380397483
Czech Republic,2003,0,0,0.73739999999999994,1,0.46316043486203995,23107.199999999993,10.194000000000003,9.999999070059587
Czech Republic,2004,0,0,0.7367100000000001,1,0.5526333721484245,24233.6,10.197100000000002,10.999996999218334
Czech Republic,2005,0,0,0.73602,1,0.1828126581455674,25781.210000000017,10.21122,12.000004202544735
Denmark,2001,0,0,0.8515,1,0.4481678972295485,42533.540000000015,5.358783,300.999920310599
Denmark,2002,0,0,0.8525,1,0.40507165948860346,42595.590000000004,5.375931,301.9999947527889
Denmark,2003,0,0,0.8536,1,0.3977139949154108,42645.58,5.390573999999999,303.000058930667
Denmark,2004,0,0,0.85566,1,0.04783276269925759,43670.44999999997,5.404523,304.0000907725221
Denmark,2005,0,0,0.8585600000000002,1,0.2506581374473124,44567.93,5.419432,305.00006813474704
Djibouti,2001,0,0,0.76578,0,0.1555513203377556,2006.2329999999993,0.734088,24.00000407164965
Djibouti,2002,0,0,0.7662399999999999,0,0.11375246854439382,1867.7339999999992,0.745459,25.000004378295362
Djibouti,2003,0,0,0.7667,0,0.20945050938415802,1900.1800000000003,0.756656,25.999986011445234
Djibouti,2004,0,0,0.7671600000000002,0,0.1346626152880582,2040.2799999999993,0.767644,27.000003617883362
Djibouti,2005,0,0,0.7676100000000002,0,0.12037035035046038,2011.0810000000006,0.778406,28.00001371509765
Dominica,2001,0,0,0.63043,0,0.015398775326565372,11040.59000000001,25.515789999999996,36.00000221558012
